frame_uri,lap_var
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0001/frames/real/frame_0002.jpg,94.972082
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0004/frames/real/frame_0010.jpg,149.444234
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0004/frames/real/frame_0014.jpg,62.720856
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0007/frames/real/frame_0000.jpg,54.206458
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0007/frames/real/frame_0006.jpg,53.433619
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0007/frames/real/frame_0010.jpg,56.273957
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0007/frames/real/frame_0012.jpg,56.851493
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0007/frames/real/frame_0014.jpg,49.305206
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0031/frames/real/frame_0008.jpg,50.574662
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0000.jpg,76.230728
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0002.jpg,73.345096
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0008.jpg,79.518267
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0034/frames/real/frame_0014.jpg,91.309347
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0000.jpg,21.526918
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0002.jpg,24.448346
gs://live-deepfake-methods-real-and-fake-frames-cropped-teams/samples/edge_cases_0035/frames/real/frame_0010.jpg,135.077399
