frame_path,label,cohort,P8A,E2B,P2D,T3_SLOT2_step500,T3_SLOT2_step1000,T3_SLOT2_step1500,T3_SLOT2_step2500,T3_SLOT2_step3500,T3_SLOT2_step4500
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000061_seq898.jpg,0,DOR_REAL_DEV,0.0260853506624698,0.018713504076004,0.3598676919937134,0.5227144956588745,0.5454108119010925,0.34902051091194153,0.30440574884414673,0.3946346938610077,0.4278920292854309
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000071_seq958.jpg,0,DOR_REAL_DEV,0.0315063185989856,0.0375551097095012,0.3922300338745117,0.4051738381385803,0.46829545497894287,0.3791150152683258,0.35949602723121643,0.4994811713695526,0.5309048891067505
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000073_seq971.jpg,0,DOR_REAL_DEV,0.0136426342651247,0.0274134371429681,0.3962376415729522,0.3659336268901825,0.3269505500793457,0.33025243878364563,0.2952336370944977,0.3500077724456787,0.3578381836414337
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000075_seq955.jpg,0,DOR_REAL_DEV,0.04937394708395,0.0279907397925853,0.4053868949413299,0.397152841091156,0.4700838625431061,0.33321860432624817,0.41880089044570923,0.5528289079666138,0.5876633524894714
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000103_seq1136.jpg,0,DOR_REAL_DEV,0.18831567466259,0.4334087669849396,0.8380802869796753,0.7401394844055176,0.7223069071769714,0.7670976519584656,0.5705816745758057,0.6756446361541748,0.7119308114051819
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000105_seq1117.jpg,0,DOR_REAL_DEV,0.2000257819890976,0.3158521652221679,0.7574458122253418,0.8551908135414124,0.9683789610862732,0.9737293124198914,0.9769291281700134,0.9870356917381287,0.9911672472953796
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000107_seq1114.jpg,0,DOR_REAL_DEV,0.9822110533714294,0.9943410158157348,0.966444969177246,0.9719851613044739,0.990605890750885,0.9930943250656128,0.9905462265014648,0.9940382242202759,0.9949996471405029
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000111_seq1172.jpg,0,DOR_REAL_DEV,0.7690438032150269,0.4982149004936218,0.6673370003700256,0.9291224479675293,0.9771460294723511,0.9714203476905823,0.9100318551063538,0.9429998397827148,0.960968017578125
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000115_seq1184.jpg,0,DOR_REAL_DEV,0.9844946265220642,0.9209847450256348,0.9295103549957277,0.973914384841919,0.9905881881713867,0.9924561977386475,0.9896593689918518,0.9936649799346924,0.994433581829071
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000129_seq1288.jpg,0,DOR_REAL_DEV,0.0088676707819104,0.0223226435482502,0.2602611482143402,0.3902709484100342,0.3070355951786041,0.1999591439962387,0.2529235780239105,0.25908660888671875,0.24900469183921814
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000137_seq1377.jpg,0,DOR_REAL_DEV,0.0601853914558887,0.0351138971745967,0.4809190630912781,0.5560322999954224,0.6240643262863159,0.49049028754234314,0.5516306161880493,0.7354069948196411,0.778134822845459
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000139_seq1372.jpg,0,DOR_REAL_DEV,0.0105149261653423,0.0151786878705024,0.3114477694034576,0.42288243770599365,0.36911654472351074,0.3419346213340759,0.2617913782596588,0.32565781474113464,0.31552910804748535
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000161_seq1659.jpg,0,DOR_REAL_DEV,0.0265779551118612,0.1864255368709564,0.4274316430091858,0.6831870079040527,0.6275172829627991,0.6770321130752563,0.4574098587036133,0.4637333154678345,0.5209213495254517
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000171_seq1747.jpg,0,DOR_REAL_DEV,0.0414447449147701,0.022440280765295,0.2180704474449157,0.49976345896720886,0.25384488701820374,0.13741181790828705,0.12737929821014404,0.12647514045238495,0.12862981855869293
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000173_seq1742.jpg,0,DOR_REAL_DEV,0.0906810164451599,0.0285085104405879,0.2273783534765243,0.45010173320770264,0.188374325633049,0.11915948987007141,0.16042999923229218,0.19052928686141968,0.18126735091209412
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000175_seq1761.jpg,0,DOR_REAL_DEV,0.103008784353733,0.0815726518630981,0.2862015068531036,0.8652870059013367,0.6076375842094421,0.4990254342556,0.30472442507743835,0.3469768464565277,0.37368613481521606
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000179_seq1794.jpg,0,DOR_REAL_DEV,0.3501720130443573,0.3303845524787903,0.4924729168415069,0.8624248504638672,0.8340728878974915,0.7458435297012329,0.6380457878112793,0.7339918613433838,0.8054937124252319
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000185_seq1851.jpg,0,DOR_REAL_DEV,0.1818442195653915,0.0782922357320785,0.2618368268013,0.7400866746902466,0.4294610023498535,0.4218212962150574,0.29244494438171387,0.374331533908844,0.3793146014213562
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000194_seq1724.jpg,0,DOR_REAL_DEV,0.0124495308846235,0.2762497067451477,0.5602833032608032,0.4664161205291748,0.5533013939857483,0.5462836027145386,0.4264054298400879,0.4519771933555603,0.4833459258079529
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000195_seq1912.jpg,0,DOR_REAL_DEV,0.2957925796508789,0.2337275296449661,0.3051177263259887,0.7911139130592346,0.6944133043289185,0.6614261865615845,0.5676719546318054,0.6406912803649902,0.662773609161377
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000210_seq1821.jpg,0,DOR_REAL_DEV,0.0319131128489971,0.2896617352962494,0.5269522666931152,0.7343745827674866,0.7502796053886414,0.7231587767601013,0.40272367000579834,0.4481765329837799,0.46304434537887573
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000211_seq2043.jpg,0,DOR_REAL_DEV,0.930889129638672,0.8146170377731323,0.6441492438316345,0.9697104096412659,0.9877459406852722,0.9909385442733765,0.9762862920761108,0.9835658669471741,0.9879448413848877
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000212_seq1844.jpg,0,DOR_REAL_DEV,0.0132199600338935,0.0343772955238819,0.4398385882377624,0.42733603715896606,0.5658528804779053,0.4794466197490692,0.470528244972229,0.5394657254219055,0.6042940616607666
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000215_seq2082.jpg,0,DOR_REAL_DEV,0.6067066788673401,0.2971041798591614,0.4492462873458862,0.962219774723053,0.9690746665000916,0.9589324593544006,0.8237969279289246,0.8254534602165222,0.8847015500068665
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000221_seq2121.jpg,0,DOR_REAL_DEV,0.0803708583116531,0.0890072062611579,0.4274174869060516,0.6656427383422852,0.39810481667518616,0.3121647238731384,0.24487990140914917,0.2911052107810974,0.28458520770072937
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000231_seq2204.jpg,0,DOR_REAL_DEV,0.8215231895446777,0.7026103138923645,0.6552810668945312,0.9569187164306641,0.9629587531089783,0.9678295254707336,0.8867499828338623,0.8797741532325745,0.9071112871170044
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000232_seq1950.jpg,0,DOR_REAL_DEV,0.7871983647346497,0.9272515177726746,0.7705437541007996,0.9448752403259277,0.9795437455177307,0.9818668365478516,0.9310833215713501,0.9661407470703125,0.9734032154083252
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000238_seq1984.jpg,0,DOR_REAL_DEV,0.0442008636891841,0.0520998500287532,0.6542991995811462,0.5457027554512024,0.7295588254928589,0.6399569511413574,0.8454918265342712,0.8935685753822327,0.9310877323150635
gs://teams-faces-data-test-2914-fake-4420-real-feb-28/dor/dor_shkedi_real_frame_000253_seq2377.jpg,0,DOR_REAL_DEV,0.1878905296325683,0.0404971726238727,0.2379141449928283,0.6405572295188904,0.5703194737434387,0.4855237603187561,0.4932098388671875,0.6324930787086487,0.6740655899047852
